Macrotrends Data Download

NASDAQ Composite Index - 10 Year Daily Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2012-09-19,3182.6200
2012-09-20,3175.9600
2012-09-21,3179.9600
2012-09-24,3160.7800
2012-09-25,3117.7300
2012-09-26,3093.7000
2012-09-27,3136.6000
2012-09-28,3116.2300
2012-10-01,3113.5300
2012-10-02,3120.0400
2012-10-03,3135.2300
2012-10-04,3149.4600
2012-10-05,3136.1900
2012-10-08,3112.3500
2012-10-09,3065.0200
2012-10-10,3051.7800
2012-10-11,3049.4100
2012-10-12,3044.1100
2012-10-15,3064.1800
2012-10-16,3101.1700
2012-10-17,3104.1200
2012-10-18,3072.8700
2012-10-19,3005.6200
2012-10-22,3016.9600
2012-10-23,2990.4600
2012-10-24,2981.7000
2012-10-25,2986.1200
2012-10-26,2987.9500
2012-10-29,2987.9500
2012-10-30,2987.9500
2012-10-31,2977.2300
2012-11-01,3020.0600
2012-11-02,2982.1300
2012-11-05,2999.6600
2012-11-06,3011.9300
2012-11-07,2937.2900
2012-11-08,2895.5800
2012-11-09,2904.8700
2012-11-12,2904.2500
2012-11-13,2883.8900
2012-11-14,2846.8100
2012-11-15,2836.9400
2012-11-16,2853.1300
2012-11-19,2916.0700
2012-11-20,2916.6800
2012-11-21,2926.5500
2012-11-23,2966.8500
2012-11-26,2976.7800
2012-11-27,2967.7900
2012-11-28,2991.7800
2012-11-29,3012.0300
2012-11-30,3010.2400
2012-12-03,3002.2000
2012-12-04,2996.6900
2012-12-05,2973.7000
2012-12-06,2989.2700
2012-12-07,2978.0400
2012-12-10,2986.9600
2012-12-11,3022.3000
2012-12-12,3013.8100
2012-12-13,2992.1600
2012-12-14,2971.3300
2012-12-17,3010.6000
2012-12-18,3054.5300
2012-12-19,3044.3600
2012-12-20,3050.3900
2012-12-21,3021.0100
2012-12-24,3012.6000
2012-12-26,2990.1600
2012-12-27,2985.9100
2012-12-28,2960.3100
2012-12-31,3019.5100
2013-01-02,3112.2600
2013-01-03,3100.5700
2013-01-04,3101.6600
2013-01-07,3098.8100
2013-01-08,3091.8100
2013-01-09,3105.8100
2013-01-10,3121.7600
2013-01-11,3125.6300
2013-01-14,3117.5000
2013-01-15,3110.7800
2013-01-16,3117.5400
2013-01-17,3136.0000
2013-01-18,3134.7100
2013-01-22,3143.1800
2013-01-23,3153.6700
2013-01-24,3130.3800
2013-01-25,3149.7100
2013-01-28,3154.3000
2013-01-29,3153.6600
2013-01-30,3142.3100
2013-01-31,3142.1300
2013-02-01,3179.1000
2013-02-04,3131.1700
2013-02-05,3171.5800
2013-02-06,3168.4800
2013-02-07,3165.1300
2013-02-08,3193.8700
2013-02-11,3192.0000
2013-02-12,3186.4900
2013-02-13,3196.8800
2013-02-14,3198.6600
2013-02-15,3192.0300
2013-02-19,3213.5900
2013-02-20,3164.4100
2013-02-21,3131.4900
2013-02-22,3161.8200
2013-02-25,3116.2500
2013-02-26,3129.6500
2013-02-27,3162.2600
2013-02-28,3160.1900
2013-03-01,3169.7400
2013-03-04,3182.0300
2013-03-05,3224.1300
2013-03-06,3222.3700
2013-03-07,3232.0900
2013-03-08,3244.3700
2013-03-11,3252.8700
2013-03-12,3242.3200
2013-03-13,3245.1200
2013-03-14,3258.9300
2013-03-15,3249.0700
2013-03-18,3237.5900
2013-03-19,3229.1000
2013-03-20,3254.1900
2013-03-21,3222.6000
2013-03-22,3245.0000
2013-03-25,3235.3000
2013-03-26,3252.4800
2013-03-27,3256.5200
2013-03-28,3267.5200
2013-04-01,3239.1700
2013-04-02,3254.8600
2013-04-03,3218.6000
2013-04-04,3224.9800
2013-04-05,3203.8600
2013-04-08,3222.2500
2013-04-09,3237.8600
2013-04-10,3297.2500
2013-04-11,3300.1600
2013-04-12,3294.9500
2013-04-15,3216.4900
2013-04-16,3264.6300
2013-04-17,3204.6700
2013-04-18,3166.3600
2013-04-19,3206.0600
2013-04-22,3233.5500
2013-04-23,3269.3300
2013-04-24,3269.6500
2013-04-25,3289.9900
2013-04-26,3279.2600
2013-04-29,3307.0200
2013-04-30,3328.7900
2013-05-01,3299.1300
2013-05-02,3340.6200
2013-05-03,3378.6300
2013-05-06,3392.9700
2013-05-07,3396.6300
2013-05-08,3413.2700
2013-05-09,3409.1700
2013-05-10,3436.5800
2013-05-13,3438.7900
2013-05-14,3462.6100
2013-05-15,3471.6200
2013-05-16,3465.2400
2013-05-17,3498.9700
2013-05-20,3496.4300
2013-05-21,3502.1200
2013-05-22,3463.3000
2013-05-23,3459.4200
2013-05-24,3459.1400
2013-05-28,3488.8900
2013-05-29,3467.5200
2013-05-30,3491.3000
2013-05-31,3455.9100
2013-06-03,3465.3700
2013-06-04,3445.2600
2013-06-05,3401.4800
2013-06-06,3424.0500
2013-06-07,3469.2200
2013-06-10,3473.7700
2013-06-11,3436.9500
2013-06-12,3400.4300
2013-06-13,3445.3600
2013-06-14,3423.5600
2013-06-17,3452.1300
2013-06-18,3482.1800
2013-06-19,3443.2000
2013-06-20,3364.6400
2013-06-21,3357.2500
2013-06-24,3320.7600
2013-06-25,3347.8900
2013-06-26,3376.2200
2013-06-27,3401.8600
2013-06-28,3403.2500
2013-07-01,3434.4900
2013-07-02,3433.4000
2013-07-03,3443.6700
2013-07-05,3479.3800
2013-07-08,3484.8300
2013-07-09,3504.2600
2013-07-10,3520.7600
2013-07-11,3578.3000
2013-07-12,3600.0800
2013-07-15,3607.4900
2013-07-16,3598.5000
2013-07-17,3610.0000
2013-07-18,3611.2800
2013-07-19,3587.6100
2013-07-22,3600.3900
2013-07-23,3579.2700
2013-07-24,3579.6000
2013-07-25,3605.1900
2013-07-26,3613.1600
2013-07-29,3599.1400
2013-07-30,3616.4700
2013-07-31,3626.3700
2013-08-01,3675.7400
2013-08-02,3689.5900
2013-08-05,3692.9500
2013-08-06,3665.7700
2013-08-07,3654.0100
2013-08-08,3669.1200
2013-08-09,3660.1100
2013-08-12,3669.9500
2013-08-13,3684.4400
2013-08-14,3669.2700
2013-08-15,3606.1200
2013-08-16,3602.7800
2013-08-19,3589.0900
2013-08-20,3613.5900
2013-08-21,3599.7900
2013-08-22,3638.7100
2013-08-23,3657.7900
2013-08-26,3657.5700
2013-08-27,3578.5200
2013-08-28,3593.3500
2013-08-29,3620.3000
2013-08-30,3589.8700
2013-09-03,3612.6100
2013-09-04,3649.0400
2013-09-05,3658.7800
2013-09-06,3660.0100
2013-09-09,3706.1800
2013-09-10,3729.0200
2013-09-11,3725.0100
2013-09-12,3715.9700
2013-09-13,3722.1800
2013-09-16,3717.8500
2013-09-17,3745.7000
2013-09-18,3783.6400
2013-09-19,3789.3800
2013-09-20,3774.7300
2013-09-23,3765.2900
2013-09-24,3768.2500
2013-09-25,3761.1000
2013-09-26,3787.4300
2013-09-27,3781.5900
2013-09-30,3771.4800
2013-10-01,3817.9800
2013-10-02,3815.0200
2013-10-03,3774.3400
2013-10-04,3807.7500
2013-10-07,3770.3800
2013-10-08,3694.8300
2013-10-09,3677.7800
2013-10-10,3760.7500
2013-10-11,3791.8700
2013-10-14,3815.2800
2013-10-15,3794.0100
2013-10-16,3839.4300
2013-10-17,3863.1500
2013-10-18,3914.2800
2013-10-21,3920.0500
2013-10-22,3929.5700
2013-10-23,3907.0700
2013-10-24,3928.9600
2013-10-25,3943.3600
2013-10-28,3940.1300
2013-10-29,3952.3400
2013-10-30,3930.6200
2013-10-31,3919.7100
2013-11-01,3922.0400
2013-11-04,3936.5900
2013-11-05,3939.8600
2013-11-06,3931.9500
2013-11-07,3857.3300
2013-11-08,3919.2300
2013-11-11,3919.7900
2013-11-12,3919.9200
2013-11-13,3965.5800
2013-11-14,3972.7400
2013-11-15,3985.9700
2013-11-18,3949.0700
2013-11-19,3931.5500
2013-11-20,3921.2700
2013-11-21,3969.1600
2013-11-22,3991.6500
2013-11-25,3994.5700
2013-11-26,4017.7500
2013-11-27,4044.7500
2013-11-29,4059.8900
2013-12-02,4045.2600
2013-12-03,4037.2000
2013-12-04,4038.0000
2013-12-05,4033.1700
2013-12-06,4062.5200
2013-12-09,4068.7500
2013-12-10,4060.4900
2013-12-11,4003.8100
2013-12-12,3998.4000
2013-12-13,4000.9800
2013-12-16,4029.5200
2013-12-17,4023.6800
2013-12-18,4070.0600
2013-12-19,4058.1400
2013-12-20,4104.7400
2013-12-23,4148.9000
2013-12-24,4155.4200
2013-12-26,4167.1800
2013-12-27,4156.5900
2013-12-30,4154.2000
2013-12-31,4176.5900
2014-01-02,4143.0700
2014-01-03,4131.9100
2014-01-06,4113.6800
2014-01-07,4153.1800
2014-01-08,4165.6100
2014-01-09,4156.1900
2014-01-10,4174.6700
2014-01-13,4113.3000
2014-01-14,4183.0200
2014-01-15,4214.8800
2014-01-16,4218.6900
2014-01-17,4197.5800
2014-01-21,4225.7600
2014-01-22,4243.0000
2014-01-23,4218.8800
2014-01-24,4128.1700
2014-01-27,4083.6100
2014-01-28,4097.9600
2014-01-29,4051.4300
2014-01-30,4123.1300
2014-01-31,4103.8800
2014-02-03,3996.9600
2014-02-04,4031.5200
2014-02-05,4011.5500
2014-02-06,4057.1200
2014-02-07,4125.8600
2014-02-10,4148.1700
2014-02-11,4191.0500
2014-02-12,4201.2900
2014-02-13,4240.6700
2014-02-14,4244.0200
2014-02-18,4272.7800
2014-02-19,4237.9500
2014-02-20,4267.5500
2014-02-21,4263.4100
2014-02-24,4292.9700
2014-02-25,4287.5900
2014-02-26,4292.0600
2014-02-27,4318.9300
2014-02-28,4308.1200
2014-03-03,4277.3000
2014-03-04,4351.9700
2014-03-05,4357.9700
2014-03-06,4352.1300
2014-03-07,4336.2200
2014-03-10,4334.4500
2014-03-11,4307.1900
2014-03-12,4323.3300
2014-03-13,4260.4200
2014-03-14,4245.4000
2014-03-17,4279.9500
2014-03-18,4333.3100
2014-03-19,4307.6000
2014-03-20,4319.2900
2014-03-21,4276.7900
2014-03-24,4226.3900
2014-03-25,4234.2700
2014-03-26,4173.5800
2014-03-27,4151.2300
2014-03-28,4155.7600
2014-03-31,4198.9900
2014-04-01,4268.0400
2014-04-02,4276.4600
2014-04-03,4237.7400
2014-04-04,4127.7300
2014-04-07,4079.7500
2014-04-08,4112.9900
2014-04-09,4183.9000
2014-04-10,4054.1100
2014-04-11,3999.7300
2014-04-14,4022.6900
2014-04-15,4034.1600
2014-04-16,4086.2300
2014-04-17,4095.5200
2014-04-21,4121.5500
2014-04-22,4161.4600
2014-04-23,4126.9700
2014-04-24,4148.3400
2014-04-25,4075.5600
2014-04-28,4074.4000
2014-04-29,4103.5400
2014-04-30,4114.5600
2014-05-01,4127.4500
2014-05-02,4123.9000
2014-05-05,4138.0600
2014-05-06,4080.7600
2014-05-07,4067.6700
2014-05-08,4051.5000
2014-05-09,4071.8700
2014-05-12,4143.8600
2014-05-13,4130.1700
2014-05-14,4100.6300
2014-05-15,4069.2900
2014-05-16,4090.5900
2014-05-19,4125.8100
2014-05-20,4096.8900
2014-05-21,4131.5400
2014-05-22,4154.3400
2014-05-23,4185.8100
2014-05-27,4237.0700
2014-05-28,4225.0800
2014-05-29,4247.9500
2014-05-30,4242.6200
2014-06-02,4237.2000
2014-06-03,4234.0800
2014-06-04,4251.6400
2014-06-05,4296.2300
2014-06-06,4321.4000
2014-06-09,4336.2400
2014-06-10,4338.0000
2014-06-11,4331.9300
2014-06-12,4297.6300
2014-06-13,4310.6500
2014-06-16,4321.1000
2014-06-17,4337.2300
2014-06-18,4362.8400
2014-06-19,4359.3300
2014-06-20,4368.0400
2014-06-23,4368.6800
2014-06-24,4350.3500
2014-06-25,4379.7600
2014-06-26,4379.0500
2014-06-27,4397.9300
2014-06-30,4408.1800
2014-07-01,4458.6500
2014-07-02,4457.7300
2014-07-03,4485.9300
2014-07-07,4451.5300
2014-07-08,4391.4600
2014-07-09,4419.0300
2014-07-10,4396.2000
2014-07-11,4415.4900
2014-07-14,4440.4200
2014-07-15,4416.3900
2014-07-16,4425.9700
2014-07-17,4363.4500
2014-07-18,4432.1500
2014-07-21,4424.7000
2014-07-22,4456.0200
2014-07-23,4473.7000
2014-07-24,4472.1100
2014-07-25,4449.5600
2014-07-28,4444.9100
2014-07-29,4442.7000
2014-07-30,4462.9000
2014-07-31,4369.7700
2014-08-01,4352.6400
2014-08-04,4383.8900
2014-08-05,4352.8400
2014-08-06,4355.0500
2014-08-07,4334.9700
2014-08-08,4370.9000
2014-08-11,4401.3300
2014-08-12,4389.2500
2014-08-13,4434.1300
2014-08-14,4453.0000
2014-08-15,4464.9300
2014-08-18,4508.3100
2014-08-19,4527.5100
2014-08-20,4526.4800
2014-08-21,4532.1000
2014-08-22,4538.5500
2014-08-25,4557.3500
2014-08-26,4570.6400
2014-08-27,4569.6200
2014-08-28,4557.7000
2014-08-29,4580.2700
2014-09-02,4598.1900
2014-09-03,4572.5600
2014-09-04,4562.2900
2014-09-05,4582.9000
2014-09-08,4592.2900
2014-09-09,4552.2900
2014-09-10,4586.5200
2014-09-11,4591.8100
2014-09-12,4567.6000
2014-09-15,4518.9000
2014-09-16,4552.7600
2014-09-17,4562.1900
2014-09-18,4593.4300
2014-09-19,4579.7900
2014-09-22,4527.6900
2014-09-23,4508.6900
2014-09-24,4555.2200
2014-09-25,4466.7500
2014-09-26,4512.1900
2014-09-29,4505.8500
2014-09-30,4493.3900
2014-10-01,4422.0900
2014-10-02,4430.2000
2014-10-03,4475.6200
2014-10-06,4454.8000
2014-10-07,4385.2000
2014-10-08,4468.5900
2014-10-09,4378.3400
2014-10-10,4276.2400
2014-10-13,4213.6600
2014-10-14,4227.1700
2014-10-15,4215.3200
2014-10-16,4217.3900
2014-10-17,4258.4400
2014-10-20,4316.0700
2014-10-21,4419.4800
2014-10-22,4382.8500
2014-10-23,4452.7900
2014-10-24,4483.7200
2014-10-27,4485.9300
2014-10-28,4564.2900
2014-10-29,4549.2300
2014-10-30,4566.1400
2014-10-31,4630.7400
2014-11-03,4638.9100
2014-11-04,4623.6400
2014-11-05,4620.7200
2014-11-06,4638.4700
2014-11-07,4632.5300
2014-11-10,4651.6200
2014-11-11,4660.5600
2014-11-12,4675.1400
2014-11-13,4680.1400
2014-11-14,4688.5400
2014-11-17,4671.0000
2014-11-18,4702.4400
2014-11-19,4675.7100
2014-11-20,4701.8700
2014-11-21,4712.9700
2014-11-24,4754.8900
2014-11-25,4758.2500
2014-11-26,4787.3200
2014-11-28,4791.6300
2014-12-01,4727.3500
2014-12-02,4755.8100
2014-12-03,4774.4700
2014-12-04,4769.4400
2014-12-05,4780.7600
2014-12-08,4740.6900
2014-12-09,4766.4700
2014-12-10,4684.0200
2014-12-11,4708.1600
2014-12-12,4653.6000
2014-12-15,4605.1600
2014-12-16,4547.8300
2014-12-17,4644.3100
2014-12-18,4748.4000
2014-12-19,4765.3800
2014-12-22,4781.4200
2014-12-23,4765.4200
2014-12-24,4773.4700
2014-12-26,4806.8600
2014-12-29,4806.9100
2014-12-30,4777.4400
2014-12-31,4736.0500
2015-01-02,4726.8100
2015-01-05,4652.5700
2015-01-06,4592.7400
2015-01-07,4650.4700
2015-01-08,4736.1900
2015-01-09,4704.0700
2015-01-12,4664.7100
2015-01-13,4661.5000
2015-01-14,4639.3200
2015-01-15,4570.8200
2015-01-16,4634.3800
2015-01-20,4654.8500
2015-01-21,4667.4200
2015-01-22,4750.4000
2015-01-23,4757.8800
2015-01-26,4771.7600
2015-01-27,4681.5000
2015-01-28,4637.9900
2015-01-29,4683.4100
2015-01-30,4635.2400
2015-02-02,4676.6900
2015-02-03,4727.7400
2015-02-04,4716.7000
2015-02-05,4765.1000
2015-02-06,4744.4000
2015-02-09,4726.0100
2015-02-10,4787.6400
2015-02-11,4801.1800
2015-02-12,4857.6100
2015-02-13,4893.8400
2015-02-17,4899.2700
2015-02-18,4906.3600
2015-02-19,4924.7000
2015-02-20,4955.9700
2015-02-23,4960.9700
2015-02-24,4968.1200
2015-02-25,4967.1400
2015-02-26,4987.8900
2015-02-27,4963.5300
2015-03-02,5008.1000
2015-03-03,4979.9000
2015-03-04,4967.1400
2015-03-05,4982.8100
2015-03-06,4927.3700
2015-03-09,4942.4400
2015-03-10,4859.7900
2015-03-11,4849.9400
2015-03-12,4893.2900
2015-03-13,4871.7600
2015-03-16,4929.5100
2015-03-17,4937.4300
2015-03-18,4982.8300
2015-03-19,4992.3800
2015-03-20,5026.4200
2015-03-23,5010.9700
2015-03-24,4994.7300
2015-03-25,4876.5200
2015-03-26,4863.3600
2015-03-27,4891.2200
2015-03-30,4947.4400
2015-03-31,4900.8800
2015-04-01,4880.2300
2015-04-02,4886.9400
2015-04-06,4917.3200
2015-04-07,4910.2300
2015-04-08,4950.8200
2015-04-09,4974.5600
2015-04-10,4995.9800
2015-04-13,4988.2500
2015-04-14,4977.2900
2015-04-15,5011.0200
2015-04-16,5007.7900
2015-04-17,4931.8100
2015-04-20,4994.6000
2015-04-21,5014.1000
2015-04-22,5035.1700
2015-04-23,5056.0600
2015-04-24,5092.0800
2015-04-27,5060.2500
2015-04-28,5055.4200
2015-04-29,5023.6400
2015-04-30,4941.4200
2015-05-01,5005.3900
2015-05-04,5016.9300
2015-05-05,4939.3300
2015-05-06,4919.6400
2015-05-07,4945.5400
2015-05-08,5003.5500
2015-05-11,4993.5700
2015-05-12,4976.1900
2015-05-13,4981.6900
2015-05-14,5050.8000
2015-05-15,5048.2900
2015-05-18,5078.4400
2015-05-19,5070.0300
2015-05-20,5071.7400
2015-05-21,5090.7900
2015-05-22,5089.3600
2015-05-26,5032.7500
2015-05-27,5106.5930
2015-05-28,5097.9760
2015-05-29,5070.0260
2015-06-01,5082.9290
2015-06-02,5076.5240
2015-06-03,5099.2310
2015-06-04,5059.1250
2015-06-05,5068.4580
2015-06-08,5021.6270
2015-06-09,5013.8650
2015-06-10,5076.6890
2015-06-11,5082.5090
2015-06-12,5051.1020
2015-06-15,5029.9730
2015-06-16,5055.5530
2015-06-17,5064.8810
2015-06-18,5132.9490
2015-06-19,5117.0010
2015-06-22,5153.9720
2015-06-23,5160.0950
2015-06-24,5122.4140
2015-06-25,5112.1900
2015-06-26,5080.5050
2015-06-29,4958.4680
2015-06-30,4986.8670
2015-07-01,5013.1240
2015-07-02,5009.2140
2015-07-06,4991.9400
2015-07-07,4997.4590
2015-07-08,4909.7610
2015-07-09,4922.3970
2015-07-10,4997.6960
2015-07-13,5071.5120
2015-07-14,5104.8910
2015-07-15,5098.9410
2015-07-16,5163.1840
2015-07-17,5210.1430
2015-07-20,5218.8590
2015-07-21,5208.1200
2015-07-22,5171.7700
2015-07-23,5146.4090
2015-07-24,5088.6290
2015-07-27,5039.7760
2015-07-28,5089.2070
2015-07-29,5111.7330
2015-07-30,5128.7850
2015-07-31,5128.2810
2015-08-03,5115.3820
2015-08-04,5105.5460
2015-08-05,5139.9450
2015-08-06,5056.4400
2015-08-07,5043.5440
2015-08-10,5101.7990
2015-08-11,5036.7900
2015-08-12,5044.3870
2015-08-13,5033.5580
2015-08-14,5048.2350
2015-08-17,5091.6990
2015-08-18,5059.3470
2015-08-19,5019.0510
2015-08-20,4877.4870
2015-08-21,4706.0390
2015-08-24,4526.2490
2015-08-25,4506.4880
2015-08-26,4697.5370
2015-08-27,4812.7080
2015-08-28,4828.3250
2015-08-31,4776.5080
2015-09-01,4636.1050
2015-09-02,4749.9790
2015-09-03,4733.4970
2015-09-04,4683.9180
2015-09-08,4811.9300
2015-09-09,4756.5280
2015-09-10,4796.2510
2015-09-11,4822.3410
2015-09-14,4805.7630
2015-09-15,4860.5200
2015-09-16,4889.2390
2015-09-17,4893.9490
2015-09-18,4827.2280
2015-09-21,4828.9550
2015-09-22,4756.7230
2015-09-23,4752.7440
2015-09-24,4734.4790
2015-09-25,4686.4960
2015-09-28,4543.9690
2015-09-29,4517.3210
2015-09-30,4620.1650
2015-10-01,4627.0840
2015-10-02,4707.7750
2015-10-05,4781.2640
2015-10-06,4748.3600
2015-10-07,4791.1520
2015-10-08,4810.7880
2015-10-09,4830.4700
2015-10-12,4838.6430
2015-10-13,4796.6090
2015-10-14,4782.8480
2015-10-15,4870.1000
2015-10-16,4886.6880
2015-10-19,4905.4710
2015-10-20,4880.9720
2015-10-21,4840.1170
2015-10-22,4920.0500
2015-10-23,5031.8640
2015-10-26,5034.7040
2015-10-27,5030.1450
2015-10-28,5095.6900
2015-10-29,5074.2740
2015-10-30,5053.7490
2015-11-02,5127.1450
2015-11-03,5145.1260
2015-11-04,5142.4790
2015-11-05,5127.7380
2015-11-06,5147.1210
2015-11-09,5095.3020
2015-11-10,5083.2440
2015-11-11,5067.0200
2015-11-12,5005.0790
2015-11-13,4927.8830
2015-11-16,4984.6170
2015-11-17,4986.0150
2015-11-18,5075.2030
2015-11-19,5073.6390
2015-11-20,5104.9180
2015-11-23,5102.4780
2015-11-24,5102.8080
2015-11-25,5116.1430
2015-11-27,5127.5240
2015-11-30,5108.6660
2015-12-01,5156.3070
2015-12-02,5123.2220
2015-12-03,5037.5270
2015-12-04,5142.2710
2015-12-07,5101.8120
2015-12-08,5098.2430
2015-12-09,5022.8650
2015-12-10,5045.1720
2015-12-11,4933.4650
2015-12-14,4952.2290
2015-12-15,4995.3570
2015-12-16,5071.1320
2015-12-17,5002.5530
2015-12-18,4923.0820
2015-12-21,4968.9220
2015-12-22,5001.1100
2015-12-23,5045.9320
2015-12-24,5048.4920
2015-12-28,5040.9850
2015-12-29,5107.9380
2015-12-30,5065.8460
2015-12-31,5007.4120
2016-01-04,4903.0890
2016-01-05,4891.4300
2016-01-06,4835.7650
2016-01-07,4689.4260
2016-01-08,4643.6310
2016-01-11,4637.9890
2016-01-12,4685.9190
2016-01-13,4526.0640
2016-01-14,4615.0030
2016-01-15,4488.4170
2016-01-19,4476.9500
2016-01-20,4471.6860
2016-01-21,4472.0560
2016-01-22,4591.1800
2016-01-25,4518.4910
2016-01-26,4567.6730
2016-01-27,4468.1670
2016-01-28,4506.6760
2016-01-29,4613.9530
2016-02-01,4620.3670
2016-02-02,4516.9460
2016-02-03,4504.2380
2016-02-04,4509.5590
2016-02-05,4363.1440
2016-02-08,4283.7530
2016-02-09,4268.7630
2016-02-10,4283.5920
2016-02-11,4266.8370
2016-02-12,4337.5120
2016-02-16,4435.9560
2016-02-17,4534.0640
2016-02-18,4487.5370
2016-02-19,4504.4290
2016-02-22,4570.6070
2016-02-23,4503.5830
2016-02-24,4542.6060
2016-02-25,4582.2050
2016-02-26,4590.4730
2016-02-29,4557.9500
2016-03-01,4689.5950
2016-03-02,4703.4220
2016-03-03,4707.4220
2016-03-04,4717.0210
2016-03-07,4708.2540
2016-03-08,4648.8250
2016-03-09,4674.3780
2016-03-10,4662.1560
2016-03-11,4748.4660
2016-03-14,4750.2800
2016-03-15,4728.6680
2016-03-16,4763.9700
2016-03-17,4774.9850
2016-03-18,4795.6470
2016-03-21,4808.8720
2016-03-22,4821.6590
2016-03-23,4768.8610
2016-03-24,4773.5050
2016-03-28,4766.7870
2016-03-29,4846.6230
2016-03-30,4869.2940
2016-03-31,4869.8480
2016-04-01,4914.5420
2016-04-04,4891.7950
2016-04-05,4843.9330
2016-04-06,4920.7150
2016-04-07,4848.3660
2016-04-08,4850.6890
2016-04-11,4833.3990
2016-04-12,4872.0910
2016-04-13,4947.4200
2016-04-14,4945.8860
2016-04-15,4938.2160
2016-04-18,4960.0170
2016-04-19,4940.3300
2016-04-20,4948.1300
2016-04-21,4945.8860
2016-04-22,4906.2280
2016-04-25,4895.7860
2016-04-26,4888.2830
2016-04-27,4863.1410
2016-04-28,4805.2910
2016-04-29,4775.3580
2016-05-02,4817.5940
2016-05-03,4763.2240
2016-05-04,4725.6400
2016-05-05,4717.0940
2016-05-06,4736.1550
2016-05-09,4750.2090
2016-05-10,4809.8800
2016-05-11,4760.6880
2016-05-12,4737.3340
2016-05-13,4717.6760
2016-05-16,4775.4590
2016-05-17,4715.7330
2016-05-18,4739.1190
2016-05-19,4712.5330
2016-05-20,4769.5580
2016-05-23,4765.7820
2016-05-24,4861.0560
2016-05-25,4894.8910
2016-05-26,4901.7660
2016-05-27,4933.5050
2016-05-31,4948.0550
2016-06-01,4952.2510
2016-06-02,4971.3630
2016-06-03,4942.5170
2016-06-06,4968.7130
2016-06-07,4961.7530
2016-06-08,4974.6420
2016-06-09,4958.6160
2016-06-10,4894.5480
2016-06-13,4848.4400
2016-06-14,4843.5510
2016-06-15,4834.9320
2016-06-16,4844.9150
2016-06-17,4800.3380
2016-06-20,4837.2140
2016-06-21,4843.7630
2016-06-22,4833.3190
2016-06-23,4910.0410
2016-06-24,4707.9790
2016-06-27,4594.4430
2016-06-28,4691.8670
2016-06-29,4779.2460
2016-06-30,4842.6720
2016-07-01,4862.5670
2016-07-05,4822.9010
2016-07-06,4859.1610
2016-07-07,4876.8070
2016-07-08,4956.7570
2016-07-11,4988.6390
2016-07-12,5022.8200
2016-07-13,5005.7270
2016-07-14,5034.0580
2016-07-15,5029.5880
2016-07-18,5055.7830
2016-07-19,5036.3730
2016-07-20,5089.9330
2016-07-21,5073.9040
2016-07-22,5100.1620
2016-07-25,5097.6280
2016-07-26,5110.0470
2016-07-27,5139.8100
2016-07-28,5154.9820
2016-07-29,5162.1310
2016-08-01,5184.1960
2016-08-02,5137.7320
2016-08-03,5159.7370
2016-08-04,5166.2480
2016-08-05,5221.1210
2016-08-08,5213.1410
2016-08-09,5225.4800
2016-08-10,5204.5840
2016-08-11,5228.3990
2016-08-12,5232.8950
2016-08-15,5262.0150
2016-08-16,5227.1110
2016-08-17,5228.6580
2016-08-18,5240.1460
2016-08-19,5238.3780
2016-08-22,5244.6030
2016-08-23,5260.0780
2016-08-24,5217.6950
2016-08-25,5212.2040
2016-08-26,5218.9170
2016-08-29,5232.3280
2016-08-30,5222.9890
2016-08-31,5213.2190
2016-09-01,5227.2060
2016-09-02,5249.8990
2016-09-06,5275.9080
2016-09-07,5283.9260
2016-09-08,5259.4820
2016-09-09,5125.9080
2016-09-12,5211.8880
2016-09-13,5155.2550
2016-09-14,5173.7710
2016-09-15,5249.6860
2016-09-16,5244.5660
2016-09-19,5235.0270
2016-09-20,5241.3520
2016-09-21,5295.1820
2016-09-22,5339.5230
2016-09-23,5305.7470
2016-09-26,5257.4910
2016-09-27,5305.7110
2016-09-28,5318.5470
2016-09-29,5269.1540
2016-09-30,5312.0020
2016-10-03,5300.8740
2016-10-04,5289.6570
2016-10-05,5316.0200
2016-10-06,5306.8520
2016-10-07,5292.4050
2016-10-10,5328.6740
2016-10-11,5246.7880
2016-10-12,5239.0190
2016-10-13,5213.3330
2016-10-14,5214.1610
2016-10-17,5199.8230
2016-10-18,5243.8360
2016-10-19,5246.4120
2016-10-20,5241.8330
2016-10-21,5257.4020
2016-10-24,5309.8270
2016-10-25,5283.3990
2016-10-26,5250.2680
2016-10-27,5215.9750
2016-10-28,5190.1040
2016-10-31,5189.1350
2016-11-01,5153.5770
2016-11-02,5105.5650
2016-11-03,5058.4080
2016-11-04,5046.3710
2016-11-07,5166.1730
2016-11-08,5193.4890
2016-11-09,5251.0720
2016-11-10,5208.7960
2016-11-11,5237.1140
2016-11-14,5218.3960
2016-11-15,5275.6220
2016-11-16,5294.5840
2016-11-17,5333.9730
2016-11-18,5321.5130
2016-11-21,5368.8600
2016-11-22,5386.3500
